CODIGO;PRODUCTO;CATEGORIAS;RUBRO;SUB RUBRO;PORCENTAJE IVA;COD BARRA;COSTO;COSTO TOTAL;PROVEEDOR;STOCKEABLE;ACEPTA STOCK NEGATIVO;TIPO DE PRODUCTO;DESCRIPCION;ULTIMA ACT. COSTO;MONEDA
5482;CABLE CARGADOR TABLET USB A PLUG 5.5X2.5MM;;CABLES Y ADAPTADORES;USB;21;5482;2822,4;2822,4;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
9612;ADAPTADOR RJ45 H A RJ45 H CAT5 10/100MBPS;;CABLES Y ADAPTADORES;RED;21;9612;277,03;277,03;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
19696;CAPUCHON PARA FICHA RJ45 XU. AMARILLO;;CABLES Y ADAPTADORES;RED;21;19696;60;60;TECNOPRICES;S;S;SIMPLE;;10/9/2025;PESOS
2069;PROYECTOR ORYX LED SMART ANDROID WIFI BT UHD OR-PRO1;;ACCESORIOS;DE TV;21;2069;51685;51685;IMPOTEKNO;S;S;SIMPLE;;30/9/2025;PESOS
740617298727;MICROSD 512GB CLASE 10 KINGSTON 100MB CON ADAPTADOR A SD;;ALMACENAMIENTO;MEMORIAS MICROSD;21;740617298727;52485;52485;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
740617298710;MICROSD 256GB CLASE 10 KINGSTON 100MB CON ADAPTADOR A SD;;ALMACENAMIENTO;MEMORIAS MICROSD;21;;23055;23055;TECNOPRICES;S;S;SIMPLE;;9/5/2025;PESOS
840023268823;MOTO G04S 4GB + 128GB VERDE;;CELULARES;SMARTPHONES;21;840023268823;98181,81;98181,81;DIEGO COZZO, DIEGO;S;S;SIMPLE;;13/6/2025;PESOS
840023288654;MOTO G15 4GB + 128GB ORANGE;;CELULARES;SMARTPHONES;21;840023288654;123966,94;123966,94;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
8806095827506;SAMSUNG A16 4GB + 128 NEGRO;;CELULARES;SMARTPHONES;21;8806095827506;146776,86;146776,86;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
8806095988900;SAMSUNG M55 5G 8GB + 256GB NEGRO;;CELULARES;SMARTPHONES;21;8806095988900;272727,27;272727,27;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
840023256356;MOTO G04 4GB + 64GB VERDE;;CELULARES;SMARTPHONES;21;840023256356;93140,5;93140,5;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
840023257100;MOTO G04 4GB + 64GB AZUL;;CELULARES;SMARTPHONES;21;840023257100;93140,5;93140,5;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
8806095271408;SAMSUNG A05 4GB + 64GB NEGRO;;CELULARES;SMARTPHONES;21;8806095271408;95165,29;95165,29;DIEGO COZZO, DIEGO;S;S;SIMPLE;;4/6/2025;PESOS
11399;ADAPTADOR APPLE LIGHTNING 8 PINES M A JACK 3.5MM H - PARA IPHONE SIN MICROFONO SOLO AUDIO ALTERNATIVO;;CABLES Y ADAPTADORES;IPHONE;21;11399;5295,7;5295,7;TECNOPRICES;S;S;SIMPLE;;23/5/2025;PESOS
19008;SMARTWATCH COLMI P81 CARDIACO SUENO OXIGENO EN SANGRE SATURACION MODO DEPORTIVO CONTESTA LLAMADAS IP68 BLUETOOTH 5.3 BATERIA 300MAH 348X442 PANTALLA 1.9 PULGADAS;;RELOJES SMART;SMARTWATCH;10,5;19008;23377,2;23377,2;TECNOPRICES;S;S;SIMPLE;;23/5/2025;PESOS
19007;SMARTWATCH COLMI P76 CARDIACO SUENO OXIGENO EN SANGRE SATURACION CONTESTA LLAMADAS BATERIA 430MAH BLUETOOTH 5.3 240X282 PANTALLA 1.96 PULGADAS;;RELOJES SMART;SMARTWATCH;21;19007;24245,07;24245,07;TECNOPRICES;S;S;SIMPLE;;23/5/2025;PESOS
7798158088065;FUNDA NOTEBOOK 17 - SIMIL NEOPRENE CON CIERRE NEGRA;;ACCESORIOS;DE NOTEBOOKS;21;7798158088065;9171,25;9171,25;TECNOPRICES;S;S;SIMPLE;;23/5/2025;PESOS
846651017000;MEMORIA SODIMM DDR3-L 4GB 1600MHZ 1.35V LOW POWER NOTEBOOK GOLDEN;;COMPUTADORAS;NOTEBOOKS;10,5;846651017000;5246,28;5246,28;TECNOPRICES;S;S;SIMPLE;;23/5/2025;PESOS
8806097074571;SAMSUNG A26 5G 6GB + 128GB BLACK (-20% OFF);;CELULARES;SMARTPHONES;21;8806097074571;265455;265455;DIEGO COZZO, DIEGO;S;S;SIMPLE;;17/10/2025;PESOS
8806095753010;SAMSUNG A06 4+64GB LIGHT BLUE (20% OFF);;CELULARES;SMARTPHONES;21;8806095753010, 8806095755458;99174;99173,55;MANU MARTIN, MANU;S;S;SIMPLE;;9/9/2025;PESOS
196802843416;"TABLET LENOVO TAB M9 9"" HD 4GB+64GB, FOLIOCASE + FILM ANDROID 12";;TABLET;"9""";10,5;196802843416;165288,75;165288,75;INVID COMPUTERS;S;S;SIMPLE;;19/8/2025;PESOS
6935364089474;ROUTER WIFI TP-LINK ARCHER C24 AC750 DUAL BAND 4 ANTENAS 1 WAN Y 4 LAN 5GHZ 433MBPS 2.4GHZ 300MBPS FUNCION REPETIDOR;;CONECTIVIDAD;ROUTER;10,5;6935364089474;26765;26765;TECNOPRICES;S;S;SIMPLE;;17/9/2025;PESOS
8806095829036;SAMSUNG A16 6GB+128GB BLACK;;CELULARES;SMARTPHONES;21;8806095829036;176462,81;176462,81;DIEGO COZZO, DIEGO;S;S;SIMPLE;;21/8/2025;PESOS
8806095828978;SAMSUNG A16 6GB+128GB LIGHT GREEN;;CELULARES;SMARTPHONES;21;8806095828978;176462,81;176462,81;DIEGO COZZO, DIEGO;S;S;SIMPLE;;21/8/2025;PESOS
8806095828923;SAMSUNG A16 6GB+128GB GREY;;CELULARES;SMARTPHONES;21;8806095828923;176462,81;176462,81;DIEGO COZZO, DIEGO;S;S;SIMPLE;;21/8/2025;PESOS
6935482107647;TONER ALTERNATIVO GNEISS HP CF217A;;INSUMOS DE IMPRESION;TONERS ALTERNATIVOS;21;6935482107647;5640,38;5640,38;TODOINSUMOS;S;S;SIMPLE;;21/8/2025;PESOS
6974202726089;MICROSD HIKSEMI 32GB NEO C/ADA;;ALMACENAMIENTO;MEMORIAS MICROSD;10,5;6974202726089;3234,9;3234,9;INVID COMPUTERS;S;S;SIMPLE;;20/8/2025;PESOS
6908106010005;TONER GTC P/ BROTHER TN1060;;INSUMOS DE IMPRESION;TONERS ALTERNATIVOS;21;;3375;3375;TECNOPRICES;S;S;SIMPLE;;7/11/2025;PESOS
091163259947;PARLANTES GENIUS SP-HF385BT 4 WATTS 2 EN 1 CONEXION POR CABLE Y BLUETOOTH MADERA NEGRO CON GRIS;;AUDIO;PARLANTES;21;091163259947;23733;23732,89;TECNOPRICES;S;S;SIMPLE;;7/11/2025;PESOS
092636336257;MOCHILA TARGUS 15.6 INTELLECT ESSENTIALS 39.6CM 16LT 3 COMPARTIMIENTOS CON CIERRE;;ACCESORIOS;DE NOTEBOOKS;21;092636336257;18413;18412,5;TECNOPRICES;S;S;SIMPLE;;7/11/2025;PESOS
1145029477502;SMART WATCH SU 80 - MODS-775 - NEGRO;;RELOJES SMART;SMARTWATCH;21;1145029477502;12390;12390;ONLY DISTRIBUIDORA;S;S;SIMPLE;;20/10/2025;PESOS
1109040111101;AURICULARES MANOS LIBRES MODO-111 “VIPER” TWS;;AUDIO;AURICULARES;10,5;1109040111101, 1109040111135;8308;8307,69;ONLY DISTRIBUIDORA;S;S;SIMPLE;;27/5/2025;PESOS
097855088741;TECLADO LOGITECH K120 USB NEGRO RESISTENTE A DERRAMES DE AGUA CON CABLE;;TECLADOS;USB ALAMBRICO;10,5;097855088741;11214;11214;TECNOPRICES;S;S;SIMPLE;;21/10/2025;PESOS
2141;FLIP COVER LISO CELULAR;;ACCESORIOS;DE CELULARES;21;2141;2200;2200;DYD;S;S;SIMPLE;;7/11/2025;PESOS
7798137720429;PAD MOUSE NOGA APOYA MUÑECA CON GEL 3D;;ACCESORIOS;DE PC;21;7798137720429;4156;4156;IMPOTEKNO;S;S;SIMPLE;;19/9/2025;PESOS
1312;MOUSE PAD LISO BLACK BIG - 68CM X 30CM;;ACCESORIOS;DE PC;21;1312;4883;4882,64;TODOINSUMOS;S;S;SIMPLE;;19/9/2025;PESOS
A60;LAMPARA LED RGB CON CONTROL A60;;ILUMINACION;LAMPARA LED;21;A60;2868;2867,77;TODOINSUMOS;S;S;SIMPLE;;19/9/2025;PESOS
840023268151;EDGE 50 NEO 5G 512GB / 12GB RAM – (LATTE) S/CARG;;CELULARES;SMARTPHONES;21;840023268151;351000;351000;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;17/10/2025;PESOS
840023276064;MOTOROLA G85 256GB / 8GB RAM – (GREEN) S/CARG;;CELULARES;SMARTPHONES;21;840023276064;251207;251206,61;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
840023275074;MOTOROLA G35 5G 256GB / 8GB RAM – (BLACK);;CELULARES;SMARTPHONES;21;840023275074;184700;184700;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;17/10/2025;PESOS
840023288661;MOTOROLA G15 128GB / 4GB RAM – (GREY) C/CARG;;CELULARES;SMARTPHONES;21;840023288661;141600;141600;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;17/10/2025;PESOS
8806097667407;SAMSUNG GALAXY A17 5G 256GB / 8GB RAM – (BLUE) S/CARG;;CELULARES;SMARTPHONES;21;8806097667407;305388;305388,43;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097055396;SAMSUNG GALAXY A56 5G 256GB / 12GB RAM – (GRAFITO) S/CARG;;CELULARES;SMARTPHONES;21;8806097055396;464240;464239,67;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097056485;SAMSUNG GALAXY A56 5G 256GB / 12GB RAM – (OLIVE) S/CARG;;CELULARES;SMARTPHONES;21;8806097056485;464240;464239,67;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097055921;SAMSUNG GALAXY A56 5G 256GB / 12GB RAM – (GRAY) S/CARG;;CELULARES;SMARTPHONES;21;8806097055921;464240;464239,67;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097057819;SAMSUNG GALAXY A36 5G 256GB / 8GB RAM – (BLACK) S/CARG;;CELULARES;SMARTPHONES;21;8806097057819;363264;363264,46;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097058021;SAMSUNG GALAXY A36 5G 256GB / 8GB RAM – (WHITE) S/CARG;;CELULARES;SMARTPHONES;21;8806097058021;363264;363264,46;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806097059622;SAMSUNG GALAXY A36 5G 256GB / 8GB RAM – (LIMA) S/CARG;;CELULARES;SMARTPHONES;21;8806097059622;363264;363264,46;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
8806095828886;SAMSUNG GALAXY A16 128GB/4RAM – ( BLACK) S/CARG;;CELULARES;SMARTPHONES;21;8806095828886;165008;165008,26;URQUIZA, DIEGO COZZO;S;S;SIMPLE;;6/10/2025;PESOS
6974202726843;PEN DRIVE HIKSEMI 32GB M200 CLASSIC USB 3.0;;ALMACENAMIENTO;PENDRIVES;21;6974202726843;5232;5231,82;INVID COMPUTERS;S;S;SIMPLE;;7/10/2025;PESOS
740617263442;DISCO SSD KINGSTON A400 480 GB SATA;;ALMACENAMIENTO;DISCOS SOLIDOS;10,5;740617263442;50284;50284;INVID COMPUTERS;S;S;SIMPLE;;7/10/2025;PESOS
740617310023;PENDRIVE 256GB KINGSTON DATATRAVELER EXODIA DTX USB 3.2;;ALMACENAMIENTO;PENDRIVES;21;740617310023;20493;20493;TECNOPRICES;S;S;SIMPLE;;7/10/2025;PESOS
